116058 silly lifecycle strip-dirs@1.1.1~preinstall: no script for preinstall, continuing
122282 silly build uuid@3.1.0
122283 info linkStuff uuid@3.1.0
122284 silly linkStuff uuid@3.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122285 verbose linkBins uuid@3.1.0
122286 verbose link bins [ { uuid: './bin/uuid' },
122286 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122286 verbose link bins   false ]
122287 verbose linkMans uuid@3.1.0
122288 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/uuid is being purged
122289 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/uuid
122290 silly build tempfile@2.0.0
122291 info linkStuff tempfile@2.0.0
122292 silly linkStuff tempfile@2.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122293 verbose linkBins tempfile@2.0.0
122294 verbose linkMans tempfile@2.0.0
122295 silly build vali-date@1.0.0
122296 info linkStuff vali-date@1.0.0
122297 silly linkStuff vali-date@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122298 verbose linkBins vali-date@1.0.0
122299 verbose linkMans vali-date@1.0.0
122300 silly build validate-npm-package-license@3.0.1
122301 info linkStuff validate-npm-package-license@3.0.1
122302 silly linkStuff validate-npm-package-license@3.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122303 verbose linkBins validate-npm-package-license@3.0.1
122304 verbose linkMans validate-npm-package-license@3.0.1
122305 silly build normalize-package-data@2.4.0
122306 info linkStuff normalize-package-data@2.4.0
122307 silly linkStuff normalize-package-data@2.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122308 verbose linkBins normalize-package-data@2.4.0
122309 verbose linkMans normalize-package-data@2.4.0
122310 silly build read-pkg@1.1.0
122311 info linkStuff read-pkg@1.1.0
122312 silly linkStuff read-pkg@1.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122313 verbose linkBins read-pkg@1.1.0
122314 verbose linkMans read-pkg@1.1.0
122315 silly build read-pkg-up@1.0.1
122316 info linkStuff read-pkg-up@1.0.1
122317 silly linkStuff read-pkg-up@1.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122318 verbose linkBins read-pkg-up@1.0.1
122319 verbose linkMans read-pkg-up@1.0.1
122320 silly build meow@3.7.0
122321 info linkStuff meow@3.7.0
122322 silly linkStuff meow@3.7.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122323 verbose linkBins meow@3.7.0
122324 verbose linkMans meow@3.7.0
122325 silly build lpad-align@1.1.2
122326 info linkStuff lpad-align@1.1.2
122327 silly linkStuff lpad-align@1.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122328 verbose linkBins lpad-align@1.1.2
122329 verbose link bins [ { 'lpad-align': 'cli.js' },
122329 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122329 verbose link bins   false ]
122330 verbose linkMans lpad-align@1.1.2
122331 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/lpad-align is being purged
122332 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/lpad-align
122333 silly build squeak@1.3.0
122334 info linkStuff squeak@1.3.0
122335 silly linkStuff squeak@1.3.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122336 verbose linkBins squeak@1.3.0
122337 verbose linkMans squeak@1.3.0
122338 silly build logalot@2.1.0
122339 info linkStuff logalot@2.1.0
122340 silly linkStuff logalot@2.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122341 verbose linkBins logalot@2.1.0
122342 verbose linkMans logalot@2.1.0
122343 silly build internal-ip@1.2.0
122344 info linkStuff internal-ip@1.2.0
122345 silly linkStuff internal-ip@1.2.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122346 verbose linkBins internal-ip@1.2.0
122347 verbose link bins [ { 'internal-ip': 'cli.js' },
122347 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122347 verbose link bins   false ]
122348 verbose linkMans internal-ip@1.2.0
122349 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/internal-ip is being purged
122350 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/internal-ip
122351 silly build find-versions@1.2.1
122352 info linkStuff find-versions@1.2.1
122353 silly linkStuff find-versions@1.2.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122354 verbose linkBins find-versions@1.2.1
122355 verbose link bins [ { 'find-versions': 'cli.js' },
122355 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122355 verbose link bins   false ]
122356 verbose linkMans find-versions@1.2.1
122357 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/find-versions is being purged
122358 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/find-versions
122359 silly build bin-version@1.0.4
122360 info linkStuff bin-version@1.0.4
122361 silly linkStuff bin-version@1.0.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122362 verbose linkBins bin-version@1.0.4
122363 verbose linkMans bin-version@1.0.4
122364 silly build bin-version-check@2.1.0
122365 info linkStuff bin-version-check@2.1.0
122366 silly linkStuff bin-version-check@2.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122367 verbose linkBins bin-version-check@2.1.0
122368 verbose link bins [ { 'bin-version-check': 'cli.js' },
122368 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122368 verbose link bins   false ]
122369 verbose linkMans bin-version-check@2.1.0
122370 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/bin-version-check is being purged
122371 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/bin-version-check
122372 silly build executable@1.1.0
122373 info linkStuff executable@1.1.0
122374 silly linkStuff executable@1.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122375 verbose linkBins executable@1.1.0
122376 verbose link bins [ { executable: 'cli.js' },
122376 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122376 verbose link bins   false ]
122377 verbose linkMans executable@1.1.0
122378 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/executable is being purged
122379 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/executable
122380 silly build bin-check@2.0.0
122381 info linkStuff bin-check@2.0.0
122382 silly linkStuff bin-check@2.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122383 verbose linkBins bin-check@2.0.0
122384 verbose linkMans bin-check@2.0.0
122385 silly build vary@1.1.1
122386 info linkStuff vary@1.1.1
122387 silly linkStuff vary@1.1.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122388 verbose linkBins vary@1.1.1
122389 verbose linkMans vary@1.1.1
122390 silly build compression@1.7.0
122391 info linkStuff compression@1.7.0
122392 silly linkStuff compression@1.7.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122393 verbose linkBins compression@1.7.0
122394 verbose linkMans compression@1.7.0
122395 silly build verror@1.3.6
122396 info linkStuff verror@1.3.6
122397 silly linkStuff verror@1.3.6 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122398 verbose linkBins verror@1.3.6
122399 verbose linkMans verror@1.3.6
122400 silly build jsprim@1.4.0
122401 info linkStuff jsprim@1.4.0
122402 silly linkStuff jsprim@1.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122403 verbose linkBins jsprim@1.4.0
122404 verbose linkMans jsprim@1.4.0
122405 silly build http-signature@1.1.1
122406 info linkStuff http-signature@1.1.1
122407 silly linkStuff http-signature@1.1.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122408 verbose linkBins http-signature@1.1.1
122409 verbose linkMans http-signature@1.1.1
122410 silly build request@2.81.0
122411 info linkStuff request@2.81.0
122412 silly linkStuff request@2.81.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122413 verbose linkBins request@2.81.0
122414 verbose linkMans request@2.81.0
122415 silly build less@2.7.2
122416 info linkStuff less@2.7.2
122417 silly linkStuff less@2.7.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122418 verbose linkBins less@2.7.2
122419 verbose link bins [ { lessc: './bin/lessc' },
122419 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122419 verbose link bins   false ]
122420 verbose linkMans less@2.7.2
122421 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/lessc is being purged
122422 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/lessc
122423 silly build vinyl-assign@1.2.1
122424 info linkStuff vinyl-assign@1.2.1
122425 silly linkStuff vinyl-assign@1.2.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122426 verbose linkBins vinyl-assign@1.2.1
122427 verbose linkMans vinyl-assign@1.2.1
122428 silly build strip-bom@2.0.0
122429 info linkStuff strip-bom@2.0.0
122430 silly linkStuff strip-bom@2.0.0 has /home/nemo/laravel/mlm/node_modules/vinyl-fs/node_modules as its parent node_modules
122431 verbose linkBins strip-bom@2.0.0
122432 verbose linkMans strip-bom@2.0.0
122433 silly build replace-ext@0.0.1
122434 info linkStuff replace-ext@0.0.1
122435 silly linkStuff replace-ext@0.0.1 has /home/nemo/laravel/mlm/node_modules/vinyl/node_modules as its parent node_modules
122436 verbose linkBins replace-ext@0.0.1
122437 verbose linkMans replace-ext@0.0.1
122438 silly build vinyl@1.2.0
122439 info linkStuff vinyl@1.2.0
122440 silly linkStuff vinyl@1.2.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122441 verbose linkBins vinyl@1.2.0
122442 verbose linkMans vinyl@1.2.0
122443 silly build buffer-to-vinyl@1.1.0
122444 info linkStuff buffer-to-vinyl@1.1.0
122445 silly linkStuff buffer-to-vinyl@1.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122446 verbose linkBins buffer-to-vinyl@1.1.0
122447 verbose linkMans buffer-to-vinyl@1.1.0
122448 silly build vm-browserify@0.0.4
122449 info linkStuff vm-browserify@0.0.4
122450 silly linkStuff vm-browserify@0.0.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122451 verbose linkBins vm-browserify@0.0.4
122452 verbose linkMans vm-browserify@0.0.4
122453 silly build vue@2.4.2
122454 info linkStuff vue@2.4.2
122455 silly linkStuff vue@2.4.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122456 verbose linkBins vue@2.4.2
122457 verbose linkMans vue@2.4.2
122458 silly build vue-hot-reload-api@2.1.0
122459 info linkStuff vue-hot-reload-api@2.1.0
122460 silly linkStuff vue-hot-reload-api@2.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122461 verbose linkBins vue-hot-reload-api@2.1.0
122462 verbose linkMans vue-hot-reload-api@2.1.0
122463 silly build vue-style-loader@2.0.5
122464 info linkStuff vue-style-loader@2.0.5
122465 silly linkStuff vue-style-loader@2.0.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122466 verbose linkBins vue-style-loader@2.0.5
122467 verbose linkMans vue-style-loader@2.0.5
122468 silly build vue-template-compiler@2.4.2
122469 info linkStuff vue-template-compiler@2.4.2
122470 silly linkStuff vue-template-compiler@2.4.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122471 verbose linkBins vue-template-compiler@2.4.2
122472 verbose linkMans vue-template-compiler@2.4.2
122473 silly build vue-template-es2015-compiler@1.5.3
122474 info linkStuff vue-template-es2015-compiler@1.5.3
122475 silly linkStuff vue-template-es2015-compiler@1.5.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122476 verbose linkBins vue-template-es2015-compiler@1.5.3
122477 verbose linkMans vue-template-es2015-compiler@1.5.3
122478 silly build async@2.5.0
122479 info linkStuff async@2.5.0
122480 silly linkStuff async@2.5.0 has /home/nemo/laravel/mlm/node_modules/watchpack/node_modules as its parent node_modules
122481 verbose linkBins async@2.5.0
122482 verbose linkMans async@2.5.0
122483 silly build watchpack@1.4.0
122484 info linkStuff watchpack@1.4.0
122485 silly linkStuff watchpack@1.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122486 verbose linkBins watchpack@1.4.0
122487 verbose linkMans watchpack@1.4.0
122488 silly build wbuf@1.7.2
122489 info linkStuff wbuf@1.7.2
122490 silly linkStuff wbuf@1.7.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122491 verbose linkBins wbuf@1.7.2
122492 verbose linkMans wbuf@1.7.2
122493 silly build hpack.js@2.1.6
122494 info linkStuff hpack.js@2.1.6
122495 silly linkStuff hpack.js@2.1.6 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122496 verbose linkBins hpack.js@2.1.6
122497 verbose linkMans hpack.js@2.1.6
122498 silly build spdy-transport@2.0.20
122499 info linkStuff spdy-transport@2.0.20
122500 silly linkStuff spdy-transport@2.0.20 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122501 verbose linkBins spdy-transport@2.0.20
122502 verbose linkMans spdy-transport@2.0.20
122503 silly build spdy@3.4.7
122504 info linkStuff spdy@3.4.7
122505 silly linkStuff spdy@3.4.7 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122506 verbose linkBins spdy@3.4.7
122507 verbose linkMans spdy@3.4.7
122508 silly build webpack-chunk-hash@0.4.0
122509 info linkStuff webpack-chunk-hash@0.4.0
122510 silly linkStuff webpack-chunk-hash@0.4.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122511 verbose linkBins webpack-chunk-hash@0.4.0
122512 verbose linkMans webpack-chunk-hash@0.4.0
122513 silly build mime@1.3.6
122514 info linkStuff mime@1.3.6
122515 silly linkStuff mime@1.3.6 has /home/nemo/laravel/mlm/node_modules/webpack-dev-middleware/node_modules as its parent node_modules
122516 verbose linkBins mime@1.3.6
122517 verbose link bins [ { mime: 'cli.js' },
122517 verbose link bins   '/home/nemo/laravel/mlm/node_modules/webpack-dev-middleware/node_modules/.bin',
122517 verbose link bins   false ]
122518 verbose linkMans mime@1.3.6
122519 silly gentlyRm /home/nemo/laravel/mlm/node_modules/webpack-dev-middleware/node_modules/.bin/mime is being purged
122520 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/webpack-dev-middleware/node_modules/.bin/mime
122521 silly build webpack-dev-middleware@1.11.0
122522 info linkStuff webpack-dev-middleware@1.11.0
122523 silly linkStuff webpack-dev-middleware@1.11.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122524 verbose linkBins webpack-dev-middleware@1.11.0
122525 verbose linkMans webpack-dev-middleware@1.11.0
122526 silly build array-flatten@1.1.1
122527 info linkStuff array-flatten@1.1.1
122528 silly linkStuff array-flatten@1.1.1 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122529 verbose linkBins array-flatten@1.1.1
122530 verbose linkMans array-flatten@1.1.1
122531 silly build camelcase@3.0.0
122532 info linkStuff camelcase@3.0.0
122533 silly linkStuff camelcase@3.0.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122534 verbose linkBins camelcase@3.0.0
122535 verbose linkMans camelcase@3.0.0
122536 silly build debug@2.6.7
122537 info linkStuff debug@2.6.7
122538 silly linkStuff debug@2.6.7 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122539 verbose linkBins debug@2.6.7
122540 verbose linkMans debug@2.6.7
122541 silly build finalhandler@1.0.3
122542 info linkStuff finalhandler@1.0.3
122543 silly linkStuff finalhandler@1.0.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122544 verbose linkBins finalhandler@1.0.3
122545 verbose linkMans finalhandler@1.0.3
122546 silly build fresh@0.5.0
122547 info linkStuff fresh@0.5.0
122548 silly linkStuff fresh@0.5.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122549 verbose linkBins fresh@0.5.0
122550 verbose linkMans fresh@0.5.0
122551 silly build pify@2.3.0
122552 info linkStuff pify@2.3.0
122553 silly linkStuff pify@2.3.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules/globby/node_modules as its parent node_modules
122554 verbose linkBins pify@2.3.0
122555 verbose linkMans pify@2.3.0
122556 silly build mime@1.3.4
122557 info linkStuff mime@1.3.4
122558 silly linkStuff mime@1.3.4 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122559 verbose linkBins mime@1.3.4
122560 verbose link bins [ { mime: 'cli.js' },
122560 verbose link bins   '/home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules/.bin',
122560 verbose link bins   false ]
122561 verbose linkMans mime@1.3.4
122562 silly gentlyRm /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules/.bin/mime is being purged
122563 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules/.bin/mime
122564 silly build pify@3.0.0
122565 info linkStuff pify@3.0.0
122566 silly linkStuff pify@3.0.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122567 verbose linkBins pify@3.0.0
122568 verbose linkMans pify@3.0.0
122569 silly build qs@6.4.0
122570 info linkStuff qs@6.4.0
122571 silly linkStuff qs@6.4.0 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122572 verbose linkBins qs@6.4.0
122573 verbose linkMans qs@6.4.0
122574 silly build setprototypeof@1.0.3
122575 info linkStuff setprototypeof@1.0.3
122576 silly linkStuff setprototypeof@1.0.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122577 verbose linkBins setprototypeof@1.0.3
122578 verbose linkMans setprototypeof@1.0.3
122579 silly build http-errors@1.6.1
122580 info linkStuff http-errors@1.6.1
122581 silly linkStuff http-errors@1.6.1 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122582 verbose linkBins http-errors@1.6.1
122583 verbose linkMans http-errors@1.6.1
122584 silly build send@0.15.3
122585 info linkStuff send@0.15.3
122586 silly linkStuff send@0.15.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122587 verbose linkBins send@0.15.3
122588 verbose linkMans send@0.15.3
122589 silly build serve-static@1.12.3
122590 info linkStuff serve-static@1.12.3
122591 silly linkStuff serve-static@1.12.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122592 verbose linkBins serve-static@1.12.3
122593 verbose linkMans serve-static@1.12.3
122594 silly build express@4.15.3
122595 info linkStuff express@4.15.3
122596 silly linkStuff express@4.15.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122597 verbose linkBins express@4.15.3
122598 verbose linkMans express@4.15.3
122599 silly build supports-color@3.2.3
122600 info linkStuff supports-color@3.2.3
122601 silly linkStuff supports-color@3.2.3 has /home/nemo/laravel/mlm/node_modules/webpack-dev-server/node_modules as its parent node_modules
122602 verbose linkBins supports-color@3.2.3
122603 verbose linkMans supports-color@3.2.3
122604 silly build webpack-merge@4.1.0
122605 info linkStuff webpack-merge@4.1.0
122606 silly linkStuff webpack-merge@4.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122607 verbose linkBins webpack-merge@4.1.0
122608 verbose linkMans webpack-merge@4.1.0
122609 silly build source-list-map@2.0.0
122610 info linkStuff source-list-map@2.0.0
122611 silly linkStuff source-list-map@2.0.0 has /home/nemo/laravel/mlm/node_modules/webpack-sources/node_modules as its parent node_modules
122612 verbose linkBins source-list-map@2.0.0
122613 verbose linkMans source-list-map@2.0.0
122614 silly build webpack-sources@1.0.1
122615 info linkStuff webpack-sources@1.0.1
122616 silly linkStuff webpack-sources@1.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122617 verbose linkBins webpack-sources@1.0.1
122618 verbose linkMans webpack-sources@1.0.1
122619 silly build extract-text-webpack-plugin@2.1.2
122620 info linkStuff extract-text-webpack-plugin@2.1.2
122621 silly linkStuff extract-text-webpack-plugin@2.1.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122622 verbose linkBins extract-text-webpack-plugin@2.1.2
122623 verbose linkMans extract-text-webpack-plugin@2.1.2
122624 silly build webpack-stats-plugin@0.1.5
122625 info linkStuff webpack-stats-plugin@0.1.5
122626 silly linkStuff webpack-stats-plugin@0.1.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122627 verbose linkBins webpack-stats-plugin@0.1.5
122628 verbose linkMans webpack-stats-plugin@0.1.5
122629 silly build acorn@4.0.13
122630 info linkStuff acorn@4.0.13
122631 silly linkStuff acorn@4.0.13 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122632 verbose linkBins acorn@4.0.13
122633 verbose link bins [ { acorn: './bin/acorn' },
122633 verbose link bins   '/home/nemo/laravel/mlm/node_modules/webpack/node_modules/.bin',
122633 verbose link bins   false ]
122634 verbose linkMans acorn@4.0.13
122635 silly gentlyRm /home/nemo/laravel/mlm/node_modules/webpack/node_modules/.bin/acorn is being purged
122636 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/webpack/node_modules/.bin/acorn
122637 silly build async@2.5.0
122638 info linkStuff async@2.5.0
122639 silly linkStuff async@2.5.0 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122640 verbose linkBins async@2.5.0
122641 verbose linkMans async@2.5.0
122642 silly build camelcase@3.0.0
122643 info linkStuff camelcase@3.0.0
122644 silly linkStuff camelcase@3.0.0 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122645 verbose linkBins camelcase@3.0.0
122646 verbose linkMans camelcase@3.0.0
122647 silly build loader-utils@0.2.17
122648 info linkStuff loader-utils@0.2.17
122649 silly linkStuff loader-utils@0.2.17 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122650 verbose linkBins loader-utils@0.2.17
122651 verbose linkMans loader-utils@0.2.17
122652 silly build source-list-map@1.1.2
122653 info linkStuff source-list-map@1.1.2
122654 silly linkStuff source-list-map@1.1.2 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122655 verbose linkBins source-list-map@1.1.2
122656 verbose linkMans source-list-map@1.1.2
122657 silly build supports-color@3.2.3
122658 info linkStuff supports-color@3.2.3
122659 silly linkStuff supports-color@3.2.3 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122660 verbose linkBins supports-color@3.2.3
122661 verbose linkMans supports-color@3.2.3
122662 silly build webpack-sources@0.2.3
122663 info linkStuff webpack-sources@0.2.3
122664 silly linkStuff webpack-sources@0.2.3 has /home/nemo/laravel/mlm/node_modules/webpack/node_modules as its parent node_modules
122665 verbose linkBins webpack-sources@0.2.3
122666 verbose linkMans webpack-sources@0.2.3
122667 silly build websocket-extensions@0.1.1
122668 info linkStuff websocket-extensions@0.1.1
122669 silly linkStuff websocket-extensions@0.1.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122670 verbose linkBins websocket-extensions@0.1.1
122671 verbose linkMans websocket-extensions@0.1.1
122672 silly build websocket-driver@0.6.5
122673 info linkStuff websocket-driver@0.6.5
122674 silly linkStuff websocket-driver@0.6.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122675 verbose linkBins websocket-driver@0.6.5
122676 verbose linkMans websocket-driver@0.6.5
122677 silly build faye-websocket@0.11.1
122678 info linkStuff faye-websocket@0.11.1
122679 silly linkStuff faye-websocket@0.11.1 has /home/nemo/laravel/mlm/node_modules/sockjs-client/node_modules as its parent node_modules
122680 verbose linkBins faye-websocket@0.11.1
122681 verbose linkMans faye-websocket@0.11.1
122682 silly build sockjs-client@1.1.4
122683 info linkStuff sockjs-client@1.1.4
122684 silly linkStuff sockjs-client@1.1.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122685 verbose linkBins sockjs-client@1.1.4
122686 verbose linkMans sockjs-client@1.1.4
122687 silly build faye-websocket@0.10.0
122688 info linkStuff faye-websocket@0.10.0
122689 silly linkStuff faye-websocket@0.10.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122690 verbose linkBins faye-websocket@0.10.0
122691 verbose linkMans faye-websocket@0.10.0
122692 silly build sockjs@0.3.18
122693 info linkStuff sockjs@0.3.18
122694 silly linkStuff sockjs@0.3.18 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122695 verbose linkBins sockjs@0.3.18
122696 verbose linkMans sockjs@0.3.18
122697 silly build weinre@2.0.0-pre-I0Z7U9OV
122698 info linkStuff weinre@2.0.0-pre-I0Z7U9OV
122699 silly linkStuff weinre@2.0.0-pre-I0Z7U9OV has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122700 verbose linkBins weinre@2.0.0-pre-I0Z7U9OV
122701 verbose link bins [ { weinre: './weinre' },
122701 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122701 verbose link bins   false ]
122702 verbose linkMans weinre@2.0.0-pre-I0Z7U9OV
122703 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/weinre is being purged
122704 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/weinre
122705 silly build browser-sync-ui@0.6.3
122706 info linkStuff browser-sync-ui@0.6.3
122707 silly linkStuff browser-sync-ui@0.6.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122708 verbose linkBins browser-sync-ui@0.6.3
122709 verbose linkMans browser-sync-ui@0.6.3
122710 silly build whet.extend@0.9.9
122711 info linkStuff whet.extend@0.9.9
122712 silly linkStuff whet.extend@0.9.9 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122713 verbose linkBins whet.extend@0.9.9
122714 verbose linkMans whet.extend@0.9.9
122715 silly build svgo@0.7.2
122716 info linkStuff svgo@0.7.2
122717 silly linkStuff svgo@0.7.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122718 verbose linkBins svgo@0.7.2
122719 verbose link bins [ { svgo: './bin/svgo' },
122719 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122719 verbose link bins   false ]
122720 verbose linkMans svgo@0.7.2
122721 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/svgo is being purged
122722 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/svgo
122723 silly build imagemin-svgo@5.2.2
122724 info linkStuff imagemin-svgo@5.2.2
122725 silly linkStuff imagemin-svgo@5.2.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122726 verbose linkBins imagemin-svgo@5.2.2
122727 verbose linkMans imagemin-svgo@5.2.2
122728 silly build which@1.2.14
122729 info linkStuff which@1.2.14
122730 silly linkStuff which@1.2.14 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122731 verbose linkBins which@1.2.14
122732 verbose link bins [ { which: './bin/which' },
122732 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122732 verbose link bins   false ]
122733 verbose linkMans which@1.2.14
122734 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/which is being purged
122735 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/which
122736 silly build node-notifier@4.6.1
122737 info linkStuff node-notifier@4.6.1
122738 silly linkStuff node-notifier@4.6.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
122739 verbose linkBins node-notifier@4.6.1
122740 verbose link bins [ { notify: './bin.js' },
122740 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
122740 verbose link bins   false ]
122741 verbose linkMans node-notifier@4.6.1
